HHLDNO,CERTMTH,RAWBEN,EXPEDSER,FSMEDEXP,FSDEPDED,RAWNET,SUA1,SUA2,FSCSEXP,RENT,SHELDED,ALLADJ,AMTADJ,REP_SYS,CTPRHH,FSCSDED,RAWGROSS,RAWERND,FSMEDDED,UTIL,FSNDISCA,FSNDIS,LASTCERT,BENFIX,FSUSIZE,BENMAX,MINIMUM_BEN,FSNKID,FSERNDED,FSSLTDED,FSSTDDED,FSTOTDED,SHELCAP,NONCIT_HEAD,COMPOSITION,MED_DED_DEMO,ERN_INC_DED_PCT,FSSLTEXP,NETSCRN,GROSSCRN,,,,,FSOTHERN,FSSLFEMP,FSWAGES,FSCSUPRT,FSTANF,FSCONT,FSDEEM,FSOTHGOV,FSOTHUN,FSSOCSEC,FSEDLOAN,FSGA,FSUNEMP,FSVET,FSWCOMP,FSDIVER,FSSSI,FSWGESUP,FSENERGY,FSEITC,FSFOSTER,TANF_IND,FSEARN,FSUNEARN,FSGRINC,EXCL_FSCSDED,TPOV,WRK_POOR,FSNETINC,FSBEN,FSMINBEN,SSI_CAP,FSSTDDE2,FSERNDE2,FSDEPDE2,FSMEDDE2,FSSLTDE2,FSTOTDE2,PURE_PA,ASSLIM,FSASTEST,FSGRTEST,FSNETEST,FSBENSUPP,SUPP_BEN,FSNONCIT,FSDIS,FSELDER,FSKID,HH_Member__AGE1,HH_SEX,HH_RACE,HH_FSAFIL,HH_CTZN,HH_YRSED,HH_EMPRG,HH_EMPSTA,HH_EMPSTB,HH_WAGES,HH_SLFEMP,HH_EITC,HH_OTHERN,HH_SOCSEC,HH_VET,HH_SSI,HH_UNEMP,HH_WCOMP,HH_OTHGOV,HH_WRKREG,HH_ABWDST,HH_NDISCA,HH_WORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,36,263,Not entitled to expedited service,0,0,161,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,0,561,No adjustment,0,Other,1,0,914,0,0,921,0,0,11,232,1,281,23,0,0,561,193,754,624,Head of unit is a citizen,No children,0,0.1999999285,921,1133,1473,Campus Book Outlet,765 Michigan St,Grand Rapids,49508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,914,914,0,81,0,160,233,0,Not in SSI-CAP,290,0,0,0,561,754,1,4250,1,1,1,95,1,0,0,1,0,70,Female,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 6,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,914,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,3367 Hamilton Rd,Oak Park,MI,48198,Margaret,Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,
441,36,251,Not entitled to expedited service,0,0,95,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,96,647,No adjustment,0,Other,1,0,934,0,0,921,0,0,8,252,1,281,23,0,0,647,193,840,624,Head of unit is a citizen,No children,0,0.1999999285,1017,1133,1473,Urban Style Salon,876 Wealthy St,Grand Rapids,49509,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,0,97,0,0,0,0,0,0,934,934,0,82,0,94,252,0,Not in SSI-CAP,290,0,0,0,647,840,1,4250,1,1,1,95,1,0,0,1,0,70,Male,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 9,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,837,0,97,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,1565 Court Way,Roseville,MI,49794,Theodore,Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,
442,12,281,Not entitled to expedited service,0,0,0,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,181,0,0,0,0,0,3,281,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,0,1133,1473,QuickFix Phone Repair,987 Leonard St,Grand Rapids,49510,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,181,181,0,16,0,0,281,0,Not in SSI-CAP,181,0,0,0,0,181,0,2750,1,1,1,95,1,0,0,0,0,57,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,181,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,711 Jackson Ct,Battle Creek,MI,48150,Josiah,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,
444,36,23,Not entitled to expedited service,0,0,942,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,500,633,No adjustment,0,Other,1,0,1768,0,0,921,0,0,20,23,1,281,23,0,0,634,193,827,624,Head of unit is a citizen,No children,0,0.1999999285,1421,1133,1473,Neighborhood Thrift,198 Bridge St,Grand Rapids,49511,0,0,0,0,0,0,0,0,330,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,1768,0,156,0,941,23,1,Not in SSI-CAP,290,0,0,0,634,827,0,4250,1,1,1,258,1,0,0,1,0,70,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1438,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,8216 Jackson Ln,Flint,MI,48038,Athena,Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,
445,36,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,514,1065,No adjustment,0,Other,1,0,934,0,0,921,0,1,31,281,1,281,23,0,0,1065,193,1258,624,Head of unit is a citizen,No children,0,0.1999999285,1435,1133,1473,Metro Transit Cleaning,209 Market Ave,Grand Rapids,49512,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,459,0,0,0,0,0,0,934,934,0,82,0,0,281,0,Not in SSI-CAP,0,0,0,0,741,934,1,4250,1,1,1,95,1,0,1,0,0,53,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,475,0,459,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,9405 Bay Ave,Traverse City,MI,48958,David,Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
446,36,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,200,835,No adjustment,0,Other,1,0,766,0,0,921,0,1,14,281,1,281,23,0,0,835,193,1028,624,Head of unit is a citizen,No children,0,0.1999999285,1121,1133,1473,RoadRunner Delivery,310 Saginaw St,Lansing,48906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,766,766,0,68,0,0,281,0,Not in SSI-CAP,28,0,0,0,573,766,1,4250,1,1,1,95,1,0,1,0,0,37,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,766,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,9001 Spruce Pl,St. Clair Shores,MI,49659,Aubrey,King,,,,,,,,,,,,,,,,,,,,,,,,,,
447,36,178,Not entitled to expedited service,0,0,1161,No utilities and no LIHEAA assistance,Not prorated,0,364,0,No adjustment,0,Other,1,0,1354,0,0,0,0,0,32,23,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,364,1133,1473,Daily Scoop Ice Cream,421 Michigan Ave,Lansing,48910,0,0,0,0,0,0,0,0,0,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,1354,0,120,0,1161,23,1,Not in SSI-CAP,193,0,0,0,0,193,0,4250,1,1,0,258,1,0,0,1,0,89,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1354,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,4570 Grant Ave,Traverse City,MI,48593,Gianna,Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
448,12,516,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,0,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,233,0,0,921,2,0,11,516,2,516,23,0,0,624,193,817,624,Head of unit is a citizen,No children,0,0.1999999285,921,1526,1984,BrightSmile Dental Front Desk,976 Oakland Ave,Lansing,48915,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,233,233,0,15,0,0,516,0,Not in SSI-CAP,0,0,0,0,40,233,0,2750,1,1,1,95,1,0,0,0,0,48,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 10,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, physically or mentally unfit for employment",ABAWD in a waived area,Adult without a disability in childless unit within the age range subject to time limits,0,4579 Forest Pl,Coldwater,MI,48758,Victoria,Flores,Angela,Carroll,29,,,,,,,,,,,,,,,,,,,,,,Lease Ends Next Month,
449,12,199,Not entitled to expedited service,0,0,1803,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1400,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,3275,655,0,921,0,0,8,199,3,740,23,1,655,624,193,1472,624,Head of unit is a citizen,Child(ren) with other multiple adults,0,0.1999999285,2321,1920,2495,ValueWear Apparel,468 Livernois Ave,Detroit,48207,0,0,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275,0,3275,0,171,1,1803,199,0,Not in SSI-CAP,193,655,0,0,624,1472,0,2750,1,0,1,541,1,0,0,0,1,41,Female,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 11,Not participating in E&T,Employed by other,30â€“39 hours/week,3275,0,0,0,0,0,0,0,0,0,"Federal exemption, working and/or earning the equivalent of 30 hours per week",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,4346 Franklin Ln,Fraser,MI,49662,Anna,Baker,Grayson,Ortiz,29,,,,Denise,Ortiz,3,,,,,,,,,,,,,,,,,
450,12,281,Entitled to expedited service and received benefits within Federal time frame,0,0,0,No utilities and no LIHEAA assistance,Not prorated,0,2257,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,0,0,0,0,281,1,281,23,0,0,624,193,817,624,Head of unit is a citizen,No children,0,0.1999999285,2257,1133,1473,ValueChoice Furniture,532 Cedar St,Lansing,48911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,NA,0,0,0,0,0,54,Male,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,7618 Court Ln,Riverview,MI,48501,Andrew,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
451,12,281,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,333,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,286,57,0,921,0,0,2,281,1,281,23,1,57,624,193,874,624,Head of unit is a nonparticipating noncitizen,Child(ren) only,0,0.1999999285,1254,1133,1473,Sunny Laundry Services,965 Court St,Flint,48507,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,286,0,25,1,0,281,0,Not in SSI-CAP,0,0,0,0,36,286,0,2750,1,1,1,NA,0,0,0,0,1,26,Female,Not recorded on application,Member is ineligible noncitizen and not participating in State-funded SNAP,Undocumented noncitizen,Grade 1,Not participating in E&T,Employed by other,1â€“19 hours/week,286,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),NA,NA,5864 College Pl,Garden City,MI,48932,Ariana,Wilson,,,,,,,Nicole,Wilson,8,,,,,,,,,,,,,,,,,
452,12,281,Entitled to expedited service and received benefits within Federal time frame,0,0,0,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,0,1,0,4,281,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,0,1133,1473,QuickCare Clinic Desk,643 Kalamazoo St,Lansing,48912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,NA,0,0,0,0,0,20,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,ABAWD in a waived area,Adult without a disability in childless unit within the age range subject to time limits,0,5623 Hamilton Way,Commerce Township,MI,48622,Nora,Gutierrez,,,,,,,,,,,,,,,,,,,,,,,,,,
453,12,905,Not entitled to expedited service,0,0,2829,Uses higher standard based on LIHEAA assistance,Not prorated,0,1200,471,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),4,0,4133,640,0,921,0,0,6,90,4,939,23,2,640,471,193,1304,624,Head of unit is a participating noncitizen,Child(ren) and married unit head (spouse may be nonparticipating; includes married teens),0,0.1999999285,2121,2313,3007,ValueWear Apparel,468 Livernois Ave,Detroit,48207,0,0,3203,0,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,3203,930,4133,0,179,1,2829,90,0,Not in SSI-CAP,289,960,0,0,471,1304,0,2750,1,0,0,NA,0,4,0,0,1,39,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,"Person admitted as refugee, granted asylum, or given stay of deportation",College graduate or postgraduate degree,Participating in non-SNAP E&T (such as TANF),Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,1213 University Dr,Grosse Pointe,MI,48372,Jackson,Taylor,Gabriella,Jones,29,,,,Gabriella,Taylor,5,Abigail,Jones,15,,,,,,,,,,,,,,
455,12,281,Entitled to expedited service and received benefits within Federal time frame,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,167,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,497,99,0,921,0,0,0,281,1,281,23,1,99,624,193,916,624,Head of unit is a nonparticipating noncitizen,Child(ren) only,0,0.1999999285,1088,1133,1473,CityEats Food Truck Co,176 Beach St,Flint,48508,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,497,0,44,1,0,281,0,Not in SSI-CAP,0,0,0,0,205,497,0,2750,1,1,1,NA,0,0,0,0,1,22,Female,(Hispanic or Latino) and respondent reported more than one race and does not fit into above categories (codes 18 through 21),Member is ineligible noncitizen and not participating in State-funded SNAP,Undocumented noncitizen,College graduate or postgraduate degree,Not participating in E&T,Employed by other,20â€“29 hours/week,497,0,0,0,0,0,0,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),NA,NA,3877 Jefferson Dr,Ypsilanti,MI,48395,Nevaeh,Wilson,,,,,,,Magnolia,Wilson,9,,,,,,,,,,,,,,,,,
456,12,281,Entitled to expedited service and received benefits within Federal time frame,0,0,0,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,0,1,0,7,281,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,0,1133,1473,SunnySide Assisted Living,754 Jolly Rd,Lansing,48913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,NA,0,0,0,0,0,40,Male,(Hispanic or Latino) and (Native Hawaiian or other Pacific Islander),Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,"Postsecondary education (for example, technical education or some college)",Participating in non-SNAP E&T (such as TANF),Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,ABAWD in a waived area,Adult without a disability in childless unit within the age range subject to time limits,0,6743 Meadow Ter,Inkster,MI,48251,Liam,Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,
457,12,516,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1300,624,No adjustment,0,Transitional benefits (no reporting requirement),2,0,614,0,0,921,0,0,10,516,2,516,23,1,0,624,193,817,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,2221,1526,1984,QuickServe Sandwiches,287 Center Rd,Flint,48509,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,614,614,0,40,0,0,516,0,Not in SSI-CAP,0,0,0,0,421,614,1,2750,1,1,1,NA,0,0,0,0,1,26,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,Naturalized citizen,"Postsecondary education (for example, technical education or some college)",Not participating in E&T,Employed by other,20â€“29 hours/week,0,0,0,0,0,0,0,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,8879 College Blvd,Kenton,MI,48694,Caroline,Allen,,,,,,,Johnny,Allen,10,,,,,,,,,,,,,,,,,
459,12,740,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,100,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,608,122,0,921,0,0,6,740,3,740,23,2,121,624,193,938,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,1021,1920,2495,ValueTech Assembly,410 Industrial Dr,Flint,48502,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,608,0,32,1,0,740,0,Not in SSI-CAP,0,0,0,0,294,608,0,2750,1,1,1,NA,0,0,0,0,1,20,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,1â€“19 hours/week,608,0,0,0,0,0,0,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,6988 Park Ct,Commerce Township,MI,48578,Hannah,Scott,,,,,,,Walter,Scott,5,Avery,Scott,7,,,,,,,,,,,,,,
460,36,23,Not entitled to expedited service,0,0,1202,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,482,535,No adjustment,0,Other,1,0,1929,0,0,921,0,0,18,23,1,281,23,0,0,535,193,728,624,Head of unit is a citizen,No children,0,0.1999999285,1403,1133,1473,Downtown Parking Services,865 Washington Ave,Lansing,48914,0,0,0,0,0,0,0,0,310,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,1929,0,170,0,1201,23,1,Not in SSI-CAP,289,0,0,0,535,728,0,4250,1,1,0,NA,0,0,0,1,0,74,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1619,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,1662 Jackson Blvd,Escanaba,MI,49031,Alyssa,Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
461,12,181,Not entitled to expedited service,0,0,1123,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1175,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,2425,485,0,921,0,0,2,179,2,516,23,1,485,624,193,1302,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,2096,1526,1984,UrbanMarket Express,398 Corunna Rd,Flint,48510,0,0,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0,2425,0,159,1,1123,179,0,Not in SSI-CAP,193,485,0,0,624,1302,0,2750,1,0,1,NA,0,0,0,0,1,22,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,30â€“39 hours/week,2425,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,8033 Garfield Way,Clawson,MI,49676,Ayla,Anderson,,,,,,,Emma,Anderson,11,,,,,,,,,,,,,,,,,
462,36,240,Not entitled to expedited service,0,0,135,Uses higher standard based on LIHEAA assistance,Not prorated,0,600,969,No adjustment,0,Other,1,0,1297,0,0,921,0,0,14,240,1,281,23,0,0,969,193,1162,624,Head of unit is a citizen,No children,0,0.1999999285,1521,1133,1473,BrightSmile Dental Front Desk,976 Oakland Ave,Lansing,48915,0,0,0,0,0,0,0,0,0,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,1297,0,114,0,135,240,0,Not in SSI-CAP,289,0,0,0,969,1162,0,4250,1,1,1,NA,0,0,0,1,0,63,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1297,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,211 Van Buren Ct,Holland,MI,49496,Jacob,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,Lease Ends Next Month,
464,12,380,Not entitled to expedited service,0,0,1303,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,1870,374,0,0,0,0,6,349,3,740,23,1,374,0,193,567,624,Head of unit is a citizen,Child(ren) and married unit head (spouse may be nonparticipating; includes married teens),0,0.1999999285,0,1920,2495,CleanSweep Janitorial,579 Warren Ave,Detroit,48208,0,0,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870,0,1870,0,97,1,1303,349,0,Not in SSI-CAP,193,374,0,0,0,567,0,2750,1,1,1,NA,0,0,0,0,1,23,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,4019 Garfield Pl,Troy,MI,48930,Allison,Johnson,Harold,Desai,30,,,,Penelope,Desai,4,,,,,,,,,,,,,,,,,
465,12,516,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,110,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),5,0,886,177,0,921,0,0,0,516,2,516,23,2,177,624,193,994,624,Head of unit is a nonparticipating noncitizen,Child(ren) only,0,0.1999999285,1031,1526,1984,Neighborhood Hardware Plus,521 Dort Hwy,Flint,48503,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0,886,0,58,1,0,516,0,Not in SSI-CAP,85,69,0,0,516,886,0,2750,1,1,1,NA,0,0,0,0,1,43,Female,(Hispanic or Latino) and White,Member is ineligible noncitizen and not participating in State-funded SNAP,Undocumented noncitizen,Grade 9,Not participating in E&T,Employed by other,Full-time (40 hours or more),886,0,0,0,0,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),NA,NA,9424 Kennedy Ct,Sault Ste. Marie,MI,48038,Eliza,Cruz,,,,,,,Christopher,Cruz,6,Lawrence,Cruz,8,,,,,,,,,,,,,,
466,12,303,Not entitled to expedited service,0,0,707,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,1125,225,0,0,0,0,3,303,2,516,23,1,225,0,193,418,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,0,1526,1984,QuickBite Burgers,123 Woodward Ave,Detroit,48201,0,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,1125,0,74,1,707,303,0,Not in SSI-CAP,193,225,0,0,0,418,0,2750,1,1,1,NA,0,0,0,0,1,23,Female,(Hispanic or Latino) and (Black or African American),Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,1â€“19 hours/week,1125,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,4736 Adams Dr,Allen Park,MI,48746,Melanie,Hill,,,,,,,Magnolia,Hill,12,,,,,,,,,,,,,,,,,
467,12,281,Entitled to expedited service and received benefits within Federal time frame,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,0,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,921,0,0,8,281,1,281,23,0,0,624,193,817,624,Head of unit is a citizen,No children,0,0.1999999285,921,1133,1473,Applebees,187 Holmes St,Lansing,48916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,NA,0,0,0,0,0,58,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,Naturalized citizen,NA,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,4474 Riverview Ln,Trenton,MI,49801,Emery,Martin,,,,,,,,,,,,,,,,,,,,,,,,,More than 50% of income from tips,
468,36,211,Not entitled to expedited service,0,0,511,Uses higher standard based on LIHEAA assistance,Not prorated,0,1495,0,No adjustment,0,Other,1,0,2144,0,0,921,0,0,16,127,1,281,23,0,0,1441,193,1634,624,Head of unit is a citizen,No children,0,0.1999999285,2416,1133,1473,BudgetPrint Copy Shop,298 Turner St,Lansing,48917,0,0,0,0,0,0,0,0,0,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,2144,2144,0,189,0,510,128,0,Not in SSI-CAP,290,0,0,0,1441,1634,0,4250,1,1,1,NA,0,0,0,1,0,78,Female,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,2144,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,4385 Court Rd,Shelby Township,MI,48707,Ruby,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,
